,File, V_Neg, V_Neut, V_Pos, A_Neut, A_Pos, Laning, Shopping, Returning, Roaming, Fighting, Pushing, Defending, Dead, Misc, Interest
3075,45_08_01.mp4,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
5581,154_05_03.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2
3724,80_01_02.mp4,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1
6809,189_010_03.mp4,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
4749,53_09_02.mp4,0,1,0,1,0,0,0,0,0,0,0,1,0,0,2
5501,15_04_03.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2
4673,20_09_02.mp4,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
710,135_06_01.mp4,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1
2080,208_02_03.mp4,0,1,0,1,0,0,0,0,0,1,0,0,0,0,3
2952,39_05_01.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2
5615,109_05_03.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2
6109,154_07_03.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2
783,14_01_02.mp4,0,1,0,1,0,0,0,1,0,0,0,0,0,0,2
5116,49_03_03.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2
2102,209_05_01.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2
3525,7_02_03.mp4,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1
2397,225_01_01.mp4,0,1,0,1,0,0,0,0,0,0,0,1,0,0,3
5660,134_05_03.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2
2391,224_05_01.mp4,0,1,0,1,0,0,0,0,0,1,0,0,0,0,4
517,125_03_01.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2
1627,184_05_02.mp4,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
2738,28_01_02.mp4,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
4022,96_04_02.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2
5134,92_03_03.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2
6353,234_08_03.mp4,0,1,0,1,0,0,0,0,0,0,1,0,0,0,3
2411,225_07_01.mp4,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
5557,77_05_03.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2
4595,13_09_02.mp4,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2
280,112_03_02.mp4,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
2264,218_010_01.mp4,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
5699,119_05_03.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2
6215,186_07_03.mp4,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
6930,238_010_03.mp4,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
3315,59_01_01.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2
5625,57_05_03.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2
2504,230_02_02.mp4,0,1,0,1,0,0,0,0,0,1,0,0,0,0,4
5705,177_05_03.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2
7196,69_06_02.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2
6458,87_08_03.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2
5715,114_05_03.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2
346,116_02_03.mp4,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1
5037,203_010_02.mp4,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2
4574,110_09_02.mp4,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1
6676,11_09_03.mp4,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1
2297,22_01_03.mp4,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1
2814,31_04_01.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2
1095,156_03_01.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2
2767,29_06_01.mp4,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1
3147,5_01_03.mp4,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1
2789,30_01_02.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2
1686,188_010_01.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2
5664,82_05_03.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2
6439,211_08_03.mp4,0,1,0,1,0,0,0,0,0,0,1,0,0,0,3
4647,177_09_02.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2
5942,7_06_03.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2
5924,209_06_03.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2
5676,61_05_03.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2
3095,47_01_02.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2
5125,231_03_03.mp4,0,1,0,1,0,0,0,0,0,1,0,0,0,0,3
565,128_02_01.mp4,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1
3640,76_01_03.mp4,0,1,0,1,0,0,0,0,0,1,0,0,0,0,3
5056,137_03_03.mp4,0,1,0,1,0,0,0,0,0,1,0,0,0,0,3
5911,204_06_03.mp4,0,1,0,1,0,0,0,0,0,1,0,0,0,0,3
6830,6_010_03.mp4,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1
4576,112_09_02.mp4,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1
3879,89_010_01.mp4,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
1775,192_03_01.mp4,0,1,0,1,0,0,0,0,0,1,0,0,0,0,4
6234,47_07_03.mp4,0,1,0,1,0,0,0,0,0,1,0,0,0,0,3
4706,23_09_02.mp4,0,1,0,1,0,0,0,0,0,0,0,1,0,0,2
2581,234_07_01.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2
1576,181_05_02.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2
581,129_010_01.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2
1565,181_01_02.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2
2873,35_01_01.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2
3158,5_06_01.mp4,0,1,0,1,0,0,0,0,0,1,0,0,0,0,3
461,122_01_03.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2
2103,209_05_02.mp4,0,0,1,1,0,0,0,0,0,1,0,0,0,0,3
562,128_01_02.mp4,1,0,0,1,0,1,0,0,0,0,0,0,0,0,2
3415,63_08_01.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2
2526,231_04_02.mp4,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
6262,162_08_03.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2
6559,123_09_03.mp4,0,0,1,1,0,1,0,0,0,0,0,0,0,0,2
2145,211_010_01.mp4,0,1,0,1,0,0,0,0,0,0,1,0,0,0,3
2784,3_06_01.mp4,0,1,0,1,0,0,0,0,0,1,0,0,0,0,3
6727,12_010_03.mp4,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
944,148_04_01.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2
896,145_05_02.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2
5172,47_03_03.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2
14,0_07_01.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1
933,147_08_01.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2
3435,65_01_02.mp4,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
4502,48_08_02.mp4,0,0,1,1,0,1,0,0,0,0,0,0,0,0,2
2416,226_01_03.mp4,0,1,0,1,0,0,0,0,0,1,0,0,0,0,3
1068,154_07_01.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2
6967,151_06_02.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2
6087,39_07_03.mp4,0,0,1,0,1,0,0,0,1,0,0,0,0,0,2
6291,151_08_03.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2
4083,130_07_02.mp4,0,1,0,1,0,0,0,0,0,0,0,1,0,0,2
6756,9_010_03.mp4,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1
5602,137_05_03.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2
3662,77_03_01.mp4,0,1,0,1,0,0,0,1,0,0,0,0,0,0,2
4403,53_08_02.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2
49,10_08_01.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2
1552,180_02_02.mp4,0,1,0,1,0,0,0,0,0,0,1,0,0,0,3
2292,219_07_01.mp4,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1
3329,59_07_01.mp4,0,0,1,1,0,1,0,0,0,0,0,0,0,0,2
2503,230_02_01.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0,3
3300,58_01_03.mp4,0,1,0,1,0,0,0,0,0,1,0,0,0,0,3
4439,201_08_02.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2
5479,64_04_03.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2
6687,144_09_03.mp4,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1
2005,203_09_01.mp4,0,0,1,1,0,1,0,0,0,0,0,0,0,0,2
6895,57_010_03.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2
3369,61_010_01.mp4,0,1,0,1,0,0,0,0,0,1,0,0,0,0,3
2324,220_05_02.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2
3939,91_05_02.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2
5030,235_010_02.mp4,0,0,1,1,0,0,0,0,0,1,0,0,0,0,3
2310,22_08_01.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2
211,109_03_01.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2
6017,108_07_03.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2
919,147_01_02.mp4,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
6782,59_010_03.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2
3360,60_05_01.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2
5049,190_03_03.mp4,0,1,0,1,0,0,0,0,0,0,0,1,0,0,2
6011,77_07_03.mp4,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1
5072,196_03_03.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2
6149,170_07_03.mp4,0,1,0,1,0,0,0,0,0,1,0,0,0,0,3
6875,24_010_03.mp4,0,1,0,1,0,0,0,0,0,1,0,0,0,0,3
793,14_05_01.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2
3387,62_02_01.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2
2166,212_03_01.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2
6021,42_07_03.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2
5535,136_05_03.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2
3605,74_01_02.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2
1771,192_010_01.mp4,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1
2446,227_08_01.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2
2261,218_01_01.mp4,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1
2545,232_05_02.mp4,0,0,1,0,1,0,0,0,0,0,1,0,0,0,2
2471,229_02_03.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2
936,148_01_02.mp4,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1
3648,76_04_02.mp4,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1
4768,70_09_02.mp4,0,1,0,0,1,0,0,0,0,1,0,0,0,0,3
569,128_03_02.mp4,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
6812,99_010_03.mp4,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
3704,79_08_01.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2
6298,145_08_03.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2
591,129_06_01.mp4,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1
4015,96_010_01.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2
4942,16_010_02.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2
991,150_02_02.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2
4011,95_09_01.mp4,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
5222,25_03_03.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2
704,135_03_01.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2
6076,76_07_03.mp4,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
627,130_08_01.mp4,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
1640,185_03_02.mp4,0,0,1,1,0,0,0,0,1,0,0,0,0,0,2
6617,10_09_03.mp4,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1
5058,161_03_03.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2
1596,182_08_01.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0,3
4989,32_010_02.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2
1823,195_02_01.mp4,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1
1752,191_01_02.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2
4157,7_07_02.mp4,0,0,1,1,0,1,0,0,0,0,0,0,0,0,2
6732,130_010_03.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2
6956,177_010_03.mp4,0,0,1,1,0,1,0,0,0,0,0,0,0,0,2
3722,8_09_01.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2
1769,192_01_02.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2
4955,187_010_02.mp4,0,1,0,1,0,0,0,0,0,1,0,0,0,0,3
5786,181_06_03.mp4,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1
5709,138_05_03.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2
7125,136_06_02.mp4,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1
5964,104_06_03.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2
5007,118_010_02.mp4,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
4793,93_09_02.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2
7088,6_06_02.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2
7046,239_06_02.mp4,0,1,0,1,0,0,0,0,0,1,0,0,0,0,3
4250,46_07_02.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2
6525,56_09_03.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2
5869,24_06_03.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2
97,102_05_02.mp4,0,1,0,1,0,0,0,0,0,1,0,0,0,0,3
4200,219_07_02.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2
3489,68_02_01.mp4,0,1,0,1,0,0,0,0,0,1,0,0,0,0,4
2009,204_010_01.mp4,0,1,0,1,0,0,0,0,0,0,0,1,0,0,3
4986,159_010_02.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2
4460,188_08_02.mp4,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1
3897,9_02_01.mp4,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1
5756,112_05_03.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2
5064,154_03_03.mp4,0,1,0,1,0,0,0,0,0,0,0,1,0,0,2
6424,116_08_03.mp4,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
6082,236_07_03.mp4,0,1,0,1,0,0,0,0,0,1,0,0,0,0,3
1930,20_04_01.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2
445,121_010_01.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2
6975,23_06_02.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2
6167,206_07_03.mp4,0,1,0,1,0,0,0,0,0,1,0,0,0,0,3
3081,46_02_01.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2
2646,238_05_01.mp4,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
6508,103_09_03.mp4,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1
4059,98_06_01.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2
4270,91_07_02.mp4,0,1,0,1,0,0,0,0,0,1,0,0,0,0,3
412,12_02_01.mp4,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1
1989,203_01_01.mp4,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
4204,238_07_02.mp4,0,1,0,1,0,0,0,0,0,0,0,0,1,0,4
2764,29_04_02.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2
816,141_01_01.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0,3
824,141_03_02.mp4,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1
2568,234_01_02.mp4,1,0,0,1,0,0,0,0,0,0,0,0,1,0,3
6987,107_06_02.mp4,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1
7113,0_06_02.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2
3740,81_01_01.mp4,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
2294,219_09_01.mp4,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
4369,89_08_02.mp4,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1
3798,84_03_01.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2
2995,41_010_01.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2
3425,64_03_02.mp4,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1
1681,187_08_01.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0,3
1147,159_03_02.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2
4354,181_08_02.mp4,0,1,0,1,0,0,0,0,0,1,0,0,0,0,4
961,149_04_01.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2
4847,157_010_02.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2
2704,26_01_02.mp4,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
6105,230_07_03.mp4,0,1,0,1,0,0,0,0,0,0,1,0,0,0,3
6836,22_010_03.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2
4980,127_010_02.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2
3089,46_05_02.mp4,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1
4189,45_07_02.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2
5578,86_05_03.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2
2442,227_05_01.mp4,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1
453,121_05_01.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2
4149,39_07_02.mp4,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1
4358,37_08_02.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2
4545,167_08_02.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2
1630,184_08_01.mp4,0,0,1,0,1,0,0,0,1,0,0,0,0,0,2
2993,41_01_02.mp4,0,0,1,1,0,0,0,0,1,0,0,0,0,0,2
808,140_04_01.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2
2232,216_02_02.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2
2074,208_01_01.mp4,0,1,0,1,0,0,0,0,0,0,0,1,0,0,2
2565,233_08_01.mp4,0,1,0,1,0,0,0,0,0,0,1,0,0,0,2
3458,66_03_01.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2
6267,169_08_03.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2
4137,225_07_02.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2
5956,93_06_03.mp4,0,1,0,1,0,0,0,0,0,1,0,0,0,0,3
1742,190_03_02.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2
5080,110_03_03.mp4,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1
6238,51_07_03.mp4,1,0,0,1,0,1,0,0,0,0,0,0,0,0,2
6622,96_09_03.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2
6754,218_010_03.mp4,0,1,0,1,0,0,0,0,0,1,0,0,0,0,3
670,133_03_01.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2
3469,67_01_02.mp4,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
3527,7_03_02.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1
4944,223_010_02.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2
3936,91_04_01.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2
1950,200_05_02.mp4,0,1,0,0,1,0,0,0,1,0,0,0,0,0,2
4966,169_010_02.mp4,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1
5719,83_05_03.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2
5816,115_06_03.mp4,0,1,0,1,0,0,0,0,0,1,0,0,0,0,3
2394,224_07_01.mp4,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
869,144_01_03.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2
4859,119_010_02.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2
1382,171_02_02.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2
7177,70_06_02.mp4,0,0,1,1,0,1,0,0,0,0,0,0,0,0,2
4032,97_010_01.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2
643,131_07_01.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2
5440,14_04_03.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2
637,131_03_02.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2
243,110_02_02.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2
4626,158_09_02.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2
5481,175_04_03.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2
4571,108_09_02.mp4,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1
4116,228_07_02.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2
4833,31_010_02.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2
502,124_04_01.mp4,0,1,0,1,0,0,0,0,0,0,1,0,0,0,2
2405,225_03_02.mp4,0,0,1,0,1,1,0,0,0,0,0,0,0,0,2
277,112_02_02.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2
5603,26_05_03.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2
6535,130_09_03.mp4,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1
4255,73_07_02.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2
2944,39_010_01.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0,3
6477,217_08_03.mp4,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1
5113,158_03_03.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2
7139,117_06_02.mp4,0,1,0,1,0,0,0,0,0,1,0,0,0,0,3
5412,158_04_03.mp4,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
1104,156_09_01.mp4,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1
4198,16_07_02.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2
5750,22_05_03.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2
5087,128_03_03.mp4,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1
1381,171_02_01.mp4,0,1,0,1,0,0,0,0,0,0,0,0,1,0,2
6691,88_09_03.mp4,0,1,0,1,0,0,0,0,0,1,0,0,0,0,4
1819,195_01_01.mp4,1,0,0,1,0,0,0,0,0,0,0,0,1,0,2
794,14_05_02.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2
6102,178_07_03.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2
4479,86_08_02.mp4,1,0,0,0,1,0,0,0,0,1,0,0,0,0,3
5721,30_05_03.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2
3133,49_02_02.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2
5775,169_06_03.mp4,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
2413,225_09_01.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2
371,117_07_01.mp4,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
5219,187_03_03.mp4,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
6175,139_07_03.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2
2031,205_03_02.mp4,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1
2057,207_01_01.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2
4596,130_09_02.mp4,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1
5316,238_04_03.mp4,0,1,0,1,0,0,0,0,0,0,0,1,0,0,2
4174,229_07_02.mp4,0,1,0,1,0,0,0,0,0,1,0,0,0,0,4
6341,36_08_03.mp4,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1
3632,75_05_01.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2
778,139_06_01.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0,3
4155,146_07_02.mp4,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1
3646,76_03_02.mp4,0,1,0,1,0,0,0,0,0,1,0,0,0,0,3
2571,234_02_01.mp4,0,1,0,1,0,0,0,0,0,0,1,0,0,0,3
5090,236_03_03.mp4,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1
3997,95_01_03.mp4,0,0,1,1,0,1,0,0,0,0,0,0,0,0,3
1242,164_01_02.mp4,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
1587,182_02_03.mp4,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1
1508,178_05_02.mp4,0,0,1,0,1,0,0,0,0,1,0,0,0,0,3
2720,27_01_01.mp4,0,0,1,1,0,1,0,0,0,0,0,0,0,0,2
777,139_05_02.mp4,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
994,150_03_02.mp4,0,1,0,1,0,0,0,0,0,1,0,0,0,0,3
6354,5_08_03.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2
6347,60_08_03.mp4,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
2778,3_03_01.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2
3764,82_03_01.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2
2231,216_02_01.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2
6835,220_010_03.mp4,0,0,1,0,1,0,0,0,1,0,0,0,0,0,2
5516,203_04_03.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2
